,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
2929,Toyota,9800.0,hatch,98,1.6,Gas,yes,2008,Lancer Evolution
2930,Audi,10399.0,sedan,293,1.8,Gas,yes,2004,A6
2931,Mercedes-Benz,42000.0,sedan,38,2.2,Diesel,yes,2014,Lancer Evolution
2932,Audi,14500.0,hatch,60,1.2,Petrol,yes,2011,Lancer Evolution
2933,Toyota,13621.43,sedan,0,1.3,Petrol,yes,2015,A8
2934,BMW,3300.0,sedan,250,3.0,Diesel,no,2000,E-Class
2935,Volkswagen,34899.14,vagon,0,2.0,Petrol,yes,2016,520
2936,Mercedes-Benz,4500.0,van,180,2.3,Diesel,yes,1998,CL 180
2937,Volkswagen,1800.0,vagon,280,1.9,Diesel,yes,1996,Megane
2938,Mitsubishi,12999.0,crossover,140,2.4,Gas,yes,2007,CLS 63 AMG
2939,Volkswagen,8800.0,van,240,1.9,Diesel,yes,2003,Vito
2940,Audi,22000.0,crossover,152,4.2,Petrol,yes,2007,Scenic
2941,Toyota,35555.0,crossover,40,3.5,Petrol,yes,2013,CLS 350
2942,Volkswagen,2600.0,sedan,330,1.9,Petrol,no,1999,Vito
2943,Volkswagen,11818.95,sedan,1,1.6,Petrol,yes,2014,G 500
2944,Renault,8000.0,van,207,1.9,Diesel,yes,2003,Trafic
2945,Audi,52055.25,crossover,0,2.0,Diesel,yes,2016,T6 (Transporter) 
2946,Audi,5300.0,other,182,2.5,Diesel,no,2002,A6
2947,Renault,1800.0,van,123,1.9,Diesel,yes,2004,Caddy
2948,Volkswagen,8500.0,van,216,1.9,Diesel,yes,2005,Multivan
2949,Mercedes-Benz,99999.0,crossover,30,5.0,Petrol,yes,2013,Golf V
2950,Toyota,23000.0,crossover,233,4.0,Gas,yes,2006,Grandis
2951,Audi,11900.0,sedan,131,2.0,Petrol,yes,2007,318
2952,Mercedes-Benz,6999.0,sedan,200,2.6,Gas,yes,2001,Kangoo
2953,Toyota,9999.0,sedan,345,3.0,Gas,yes,2005,A6
2954,Audi,8999.0,vagon,200,2.7,Petrol,yes,2003,Yaris
2955,Renault,10800.0,other,206,2.0,Diesel,yes,2008,Vito
2956,Mercedes-Benz,11500.0,van,200,2.2,Diesel,yes,2010,Highlander
2957,Mitsubishi,2300.0,sedan,420,1.8,Petrol,yes,1991,T4 (Transporter)
2958,Audi,2000.0,vagon,310,2.5,Other,no,1998,Q7
2959,Volkswagen,28900.0,crossover,1,2.0,Petrol,yes,2016,X6
2960,Mercedes-Benz,7700.0,sedan,285,3.0,Diesel,yes,1999,A6
2961,Renault,20996.24,crossover,0,1.5,Diesel,yes,2016,Jetta
2962,Toyota,8600.0,sedan,126,1.6,Petrol,yes,2008,525
2963,Toyota,11000.0,sedan,156,1.8,Petrol,yes,2008,Outlander XL
2964,Volkswagen,11200.0,sedan,260,3.2,Petrol,yes,2006,Kangoo
2965,BMW,5000.0,sedan,270,3.0,Diesel,yes,2000,Camry
2966,BMW,14900.0,vagon,221,2.0,Diesel,yes,2008,X5
2967,Mercedes-Benz,9500.0,other,280,2.9,Diesel,yes,1998,Corolla Verso
2968,Volkswagen,7700.0,sedan,220,2.8,Petrol,yes,2004,Vito
2969,Toyota,21900.0,sedan,88,2.5,Petrol,yes,2012,Lancer
2970,BMW,77500.0,crossover,1,3.0,Petrol,yes,2016,Vito
2971,Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004,Pajero Wagon
2972,Mercedes-Benz,2199.0,van,396,2.2,Diesel,no,2000,Touareg
2973,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,520
2974,Toyota,14300.0,sedan,71,2.4,Petrol,yes,2008,Caddy
2975,Mercedes-Benz,83000.0,crossover,70,3.0,Diesel,yes,2013,Vito
2976,BMW,6500.0,sedan,311,2.0,Gas,yes,1998,Lancer
2977,Mercedes-Benz,8500.0,van,281,2.2,Diesel,yes,2004,E-Class
2978,Renault,5400.0,vagon,181,1.5,Diesel,no,2010,Touran
2979,Toyota,16800.0,crossover,238,4.0,Gas,yes,2004,CLA-Class
2980,Toyota,22900.0,crossover,34,2.0,Petrol,yes,2012,Vito
2981,Mercedes-Benz,21300.0,crossover,143,3.2,Diesel,yes,2007,Golf V
2982,BMW,16999.0,other,90,2.5,Petrol,yes,2008,Land Cruiser Prado
2983,Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011,A6
2984,Mercedes-Benz,5300.0,van,244,2.2,Diesel,yes,2000,Kangoo
2985,Mercedes-Benz,16500.0,sedan,280,3.7,Petrol,yes,2004,Passat B7
2986,BMW,8999.0,sedan,250,1.9,Petrol,yes,2001,E-Class
2987,Toyota,14850.0,hatch,51,1.6,Petrol,yes,2013,E-Class
2988,BMW,24100.0,vagon,112,3.0,Petrol,yes,2011,Passat B7
2989,BMW,66500.0,crossover,1,2.0,Diesel,yes,2016,735
2990,BMW,24500.0,crossover,195,4.8,Petrol,yes,2007,GLS 350
2991,Toyota,23499.0,crossover,174,4.0,Gas,yes,2008,Space Star
2992,Volkswagen,14500.0,vagon,229,2.0,Diesel,yes,2009,X5
2993,Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,Lancer X
2994,BMW,8500.0,sedan,245,2.2,Petrol,yes,2002,Galant
2995,Mercedes-Benz,21500.0,sedan,146,1.8,Gas,yes,2012,Jetta
2996,Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005,750
2997,Mercedes-Benz,4500.0,other,356,2.3,Petrol,yes,1991,A6
2998,Volkswagen,21900.0,van,166,2.0,Diesel,yes,2011,Sharan
2999,Mercedes-Benz,102800.0,van,0,2.2,Diesel,yes,2016,525
3000,Renault,7750.0,van,70,1.5,Diesel,yes,2014,T6 (Transporter)
3001,Volkswagen,9750.0,van,253,1.9,Diesel,yes,2010,S 500
3002,Renault,3100.0,vagon,150,1.9,Diesel,no,2003,320
3003,BMW,1900.0,sedan,200,1.8,Gas,no,1994,Pajero Sport
3004,BMW,14300.0,sedan,217,3.0,Diesel,yes,2005,S 500
3005,Renault,4300.0,van,1,1.5,Diesel,yes,2003,X5
3006,Audi,17000.0,crossover,127,3.0,Diesel,no,2013,Land Cruiser 100
3007,Toyota,17999.0,crossover,35,2.0,Petrol,yes,2009,T5 (Transporter)
3008,Mercedes-Benz,99000.0,crossover,0,3.0,Diesel,yes,2016,A6
3009,Audi,3100.0,hatch,114,1.6,Petrol,no,2001,Touareg
3010,Mitsubishi,6999.0,sedan,113,1.5,Petrol,yes,2007,T5 (Transporter)
3011,Toyota,13900.0,sedan,102,3.5,Gas,yes,2008,Lancer X
3012,Mercedes-Benz,68500.0,crossover,68,3.0,Diesel,yes,2014,4 Series Gran Coupe
3013,Mercedes-Benz,11800.0,van,148,2.2,Diesel,yes,2010,Lancer X
3014,Mercedes-Benz,115555.0,crossover,39,3.0,Diesel,yes,2015,A6
3015,Audi,21000.0,sedan,210,4.2,Petrol,yes,2009,Land Cruiser 200
3016,Mercedes-Benz,3150.0,vagon,220,1.7,Other,no,2001,730
3017,Audi,1950.0,vagon,300,1.8,Petrol,no,1999,G 350
3018,Mitsubishi,12500.0,crossover,120,2.5,Diesel,yes,2007,Vito
3019,Volkswagen,3100.0,sedan,232,1.9,Diesel,no,2001,S 350
3020,Toyota,19800.0,crossover,252,4.2,Diesel,yes,2002,ML 350
3021,Audi,4200.0,sedan,236,2.5,Diesel,no,2003,GLS 400
3022,Audi,2100.0,vagon,230,1.9,Diesel,no,2000,S 500
3023,BMW,32500.0,vagon,162,3.0,Diesel,yes,2012,Pajero Sport
3024,Audi,15500.0,vagon,180,2.0,Diesel,yes,2007,535
3025,Mercedes-Benz,11500.0,sedan,224,2.6,Gas,yes,2003,Koleos
3026,Audi,3000.0,sedan,265,1.8,Petrol,yes,1988,Corolla
3027,BMW,4550.0,sedan,200,2.8,Petrol,no,1997,A4
3028,BMW,18777.0,sedan,134,4.4,Petrol,yes,2005,120
3029,Audi,19700.0,crossover,172,3.6,Petrol,yes,2007,Pajero Sport
3030,Renault,10950.0,vagon,180,1.5,Diesel,yes,2011,Vito
3031,Volkswagen,9600.0,other,128,1.9,Diesel,yes,2010,Vito
3032,Renault,6700.0,hatch,96,1.4,Petrol,yes,2010,428
3033,BMW,23500.0,crossover,74,2.0,Petrol,yes,2010,Trafic
3034,Volkswagen,9000.0,sedan,59,2.0,Petrol,no,2010,GLE-Class
3035,Volkswagen,38764.0,sedan,0,2.0,Diesel,yes,2014,Vito
3036,Volkswagen,5500.0,van,380,2.4,Diesel,yes,1999,A6
3037,Mercedes-Benz,11800.0,sedan,150,2.2,Diesel,yes,2004,320
3038,Toyota,52500.0,crossover,43,3.0,Other,yes,2014,E-Class
3039,Audi,31500.0,sedan,80,2.0,Petrol,yes,2013,GLK 300
3040,Volkswagen,22800.0,other,161,2.0,Diesel,yes,2011,Passat B7
3041,BMW,21000.0,other,130,2.5,Petrol,yes,2006,Caddy
3042,Mercedes-Benz,9200.0,sedan,172,2.8,Petrol,yes,1997,Vito
3043,Mercedes-Benz,9900.0,sedan,320,2.7,Diesel,yes,2001,Caddy
3044,Volkswagen,1500.0,sedan,265,1.8,Petrol,yes,1988,323
3045,BMW,2850.0,sedan,386,5.0,Gas,yes,1988,Passat B6
3046,Volkswagen,19999.0,other,48,2.0,Diesel,yes,2012,A6
3047,Volkswagen,11250.0,other,159,1.4,Petrol,yes,2010,X5
3048,Mitsubishi,46000.0,crossover,0,2.4,Diesel,yes,2016,A8
3049,Volkswagen,18300.0,van,1,2.2,Diesel,yes,2013,Sharan
3050,BMW,42900.0,sedan,2,2.0,Petrol,yes,2016,Polo
3051,BMW,18400.0,crossover,256,3.0,Diesel,yes,2006,S 500
3052,BMW,12900.0,sedan,121,2.0,Petrol,yes,2007,Rav 4
3053,Toyota,37600.0,crossover,126,4.7,Petrol,yes,2008,Vito
3054,BMW,46000.0,sedan,5,2.0,Petrol,yes,2016,E-Class
3055,BMW,6500.0,vagon,377,2.0,Gas,yes,1998,Megane
3056,Volkswagen,55555.0,van,53,2.0,Diesel,yes,2013,A4
3057,Mitsubishi,6900.0,sedan,190,1.6,Gas,yes,2007,535
3058,Mercedes-Benz,104000.0,crossover,16,5.5,Petrol,yes,2015,Outlander
3059,Mitsubishi,5200.0,van,200,1.6,Petrol,yes,2003,GLS 350
3060,Mitsubishi,8400.0,sedan,147,2.0,Petrol,yes,2007,525
3061,Volkswagen,1450.0,hatch,200,1.8,Gas,no,1992,E-Class
3062,Volkswagen,13700.0,other,103,2.0,Diesel,yes,2013,Rav 4
3063,Toyota,18950.0,sedan,45,1.8,Petrol,yes,2014,Lancer
3064,Mercedes-Benz,13000.0,other,247,2.2,Diesel,yes,2012,Vito
3065,Mitsubishi,19800.0,crossover,67,2.0,Gas,yes,2013,Touareg
3066,Mercedes-Benz,22500.0,sedan,213,2.2,Diesel,yes,2012,535
3067,BMW,19500.0,sedan,190,6.0,Petrol,yes,2004,X5
3068,Mercedes-Benz,6100.0,sedan,300,3.2,Diesel,no,2004,100
3069,Volkswagen,19000.0,sedan,109,1.8,Petrol,yes,2012,Viano
3070,Mercedes-Benz,3799.0,van,350,2.2,Diesel,yes,2000,A6
3071,BMW,8900.0,sedan,250,2.5,Diesel,yes,2001,Bora
3072,Volkswagen,8000.0,van,350,1.9,Diesel,yes,2004,Megane
3073,BMW,4500.0,sedan,300,3.0,Diesel,yes,2000,C-Class
3074,Volkswagen,2600.0,van,10,2.4,Diesel,yes,1988,E-Class
3075,BMW,4300.0,sedan,240,2.5,Diesel,no,2002,Land Cruiser 200
3076,Mercedes-Benz,82555.0,crossover,69,3.0,Diesel,yes,2014,T5 (Transporter)
3077,Renault,10000.0,other,214,2.5,Diesel,yes,2008,80
3078,Audi,56000.0,crossover,44,3.0,Diesel,yes,2014,E-Class
3079,BMW,21700.0,sedan,259,3.0,Diesel,yes,2007,Vito
3080,BMW,89999.0,crossover,17,4.4,Petrol,yes,2015,Kangoo
3081,Mitsubishi,9200.0,sedan,92,2.0,Petrol,yes,2010,A6
3082,Audi,21700.0,sedan,167,3.0,Petrol,yes,2009,Land Cruiser 200
3083,Mercedes-Benz,27300.0,crossover,149,5.46,Petrol,yes,2009,Touareg
3084,Volkswagen,15200.0,van,132,2.5,Diesel,yes,2009,V 250
3085,Volkswagen,9800.0,van,86,1.2,Petrol,yes,2013,100
3086,Mercedes-Benz,14500.0,vagon,178,3.0,Diesel,yes,2006,Jetta
3087,Renault,7800.0,vagon,120,1.5,Diesel,yes,2008,E-Class
3088,Mercedes-Benz,15250.0,sedan,210,2.2,Diesel,yes,2006,Camry
3089,Audi,13500.0,sedan,196,2.4,Petrol,yes,2005,Caddy
3090,Audi,23333.0,other,150,4.2,Petrol,yes,2007,Q7
3091,Mercedes-Benz,18800.0,other,90,1.8,Petrol,yes,2008,Golf VII
3092,Mitsubishi,6700.0,sedan,193,1.6,Petrol,yes,2005,Camry
3093,Toyota,8200.0,crossover,212,2.0,Gas,yes,2003,Sprinter 313
3094,Volkswagen,1650.0,sedan,210,1.8,Petrol,no,1998,A4
3095,Audi,49500.0,crossover,44,3.0,Diesel,yes,2013,Kangoo
3096,Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013,Lancer X
3097,Volkswagen,10300.0,hatch,110,1.9,Diesel,yes,2008,X5 M
3098,Toyota,12500.0,sedan,175,2.4,Petrol,yes,2007,Vito
3099,Mitsubishi,6800.0,sedan,170,1.6,Petrol,yes,2004,Touran
3100,BMW,33500.0,sedan,1,1.5,Petrol,yes,2015,A8
3101,Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016,320
3102,Volkswagen,1499.0,sedan,220,2.0,Gas,no,1995,Lancer X
3103,Volkswagen,18900.0,hatch,56,2.0,Petrol,yes,2012,Camry
3104,BMW,67500.0,crossover,1,2.0,Diesel,yes,2016,Corolla
3105,BMW,52000.0,crossover,7,2.0,Diesel,yes,2015,Pajero Sport
3106,Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010,Passat B6
3107,Toyota,33333.0,vagon,73,4.0,Gas,yes,2009,X6
3108,Audi,88888.0,crossover,0,3.0,Diesel,yes,2015,730
3109,Renault,7450.0,other,208,1.9,Other,yes,2004,520
3110,Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010,530
3111,BMW,14200.0,sedan,263,3.0,Petrol,yes,2004,GL 320
3112,Renault,6300.0,vagon,202,1.5,Diesel,yes,2005,Passat B5
3113,Renault,4350.0,van,188,1.5,Diesel,yes,2004,Touran
3114,Renault,11100.0,vagon,155,1.5,Diesel,yes,2012,Laguna
3115,Volkswagen,6300.0,vagon,132,2.8,Gas,yes,1995,L 200
3116,Renault,3300.0,van,256,1.5,Diesel,yes,2005,Caddy
3117,Mercedes-Benz,7450.0,sedan,300,2.0,Gas,yes,2000,Golf III
3118,Mitsubishi,1850.0,sedan,145,1.6,Petrol,no,1997,Passat B6
3119,Mercedes-Benz,14000.0,other,360,2.2,Diesel,yes,2005,T5 (Transporter)
3120,Renault,12850.0,other,226,2.3,Diesel,yes,2012,S 500
3121,Toyota,18300.0,hatch,30,1.6,Petrol,yes,2014,C-Class
3122,Volkswagen,14700.0,sedan,97,1.4,Gas,yes,2012,E-Class
3123,Volkswagen,3000.0,sedan,250,2.8,Gas,no,2002,Passat B7
3124,Mercedes-Benz,12999.0,sedan,247,4.0,Diesel,yes,2003,Kangoo
3125,Mercedes-Benz,11850.0,van,177,2.2,Diesel,yes,2011,Grandis
3126,Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013,E-Class
3127,Mercedes-Benz,20200.0,sedan,69,2.0,Petrol,yes,2010,ML 350
3128,Volkswagen,12000.0,sedan,186,3.2,Petrol,yes,2006,Jetta
3129,Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012,Golf VI
3130,Toyota,16800.0,crossover,154,2.7,Petrol,yes,2005,CL 55 AMG
3131,Mercedes-Benz,10600.0,van,250,2.2,Diesel,yes,2006,GLE-Class
3132,Mercedes-Benz,114999.0,crossover,0,3.0,Diesel,yes,2016,Pointer
3133,Renault,4700.0,hatch,124,1.5,Diesel,yes,2003,Camry
3134,Mercedes-Benz,20000.0,crossover,251,5.0,Gas,yes,2002,Land Cruiser Prado
3135,Mercedes-Benz,104999.0,crossover,1,3.0,Diesel,yes,2016,Passat B6
3136,Mercedes-Benz,9000.0,sedan,198,4.0,Diesel,yes,2002,Rav 4
3137,BMW,36300.0,crossover,83,3.5,Petrol,yes,2010,530
3138,Toyota,19400.0,crossover,88,2.0,Petrol,yes,2011,100
3139,Mercedes-Benz,7700.0,sedan,230,2.0,Petrol,yes,2001,Camry
3140,Mitsubishi,17500.0,other,69,2.5,Diesel,yes,2011,Grand Scenic
3141,BMW,31000.0,sedan,100,2.0,Petrol,yes,2012,Passat B4
3142,Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Passat B6
3143,BMW,13500.0,sedan,233,3.0,Diesel,yes,2003,Captur
3144,Renault,4900.0,van,150,2.0,Diesel,yes,2007,520
3145,Mercedes-Benz,7700.0,sedan,340,2.2,Diesel,yes,2002,520
3146,Renault,10900.0,vagon,175,1.5,Diesel,yes,2012,Q7
3147,BMW,2200.0,sedan,303,2.5,Diesel,no,1999,Land Cruiser 200
3148,BMW,7200.0,sedan,270,3.0,Diesel,no,2004,Duster
3149,Toyota,9150.0,hatch,87,1.6,Petrol,yes,2008,E-Class
3150,BMW,5900.0,sedan,10,2.8,Petrol,yes,1989,S 320
3151,Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001,190
3152,Volkswagen,1500.0,vagon,200,1.8,Gas,yes,1996,Lancer
3153,Volkswagen,9500.0,hatch,62,1.2,Diesel,yes,2011,Kangoo
3154,Mercedes-Benz,3500.0,van,395,2.3,Diesel,no,1997,Kangoo
3155,Volkswagen,3650.0,sedan,300,1.8,Petrol,yes,1996,Outlander
3156,Mercedes-Benz,63000.0,crossover,160,3.0,Diesel,yes,2013,Land Cruiser Prado
3157,Volkswagen,6600.0,van,240,1.9,Diesel,yes,2008,B 180
3158,Toyota,10200.0,sedan,185,1.8,Petrol,yes,2007,Outlander
3159,Volkswagen,19995.0,hatch,68,1.4,Petrol,yes,2013,Sprinter 213
3160,Mitsubishi,9800.0,sedan,56,1.5,Petrol,yes,2011,E-Class
3161,Mercedes-Benz,11200.0,sedan,198,6.0,Petrol,yes,2004,320
3162,Volkswagen,18000.0,crossover,117,2.5,Diesel,yes,2006,Megane
3163,Mitsubishi,28500.0,crossover,0,2.0,Petrol,yes,2016,520
3164,Mitsubishi,9800.0,sedan,81,2.0,Petrol,yes,2009,S-Guard
3165,Audi,3900.0,sedan,247,2.5,Diesel,no,2003,M5
3166,Mitsubishi,22711.65,crossover,1,2.0,Petrol,yes,2016,Passat B5
3167,BMW,6500.0,sedan,298,2.5,Petrol,yes,1998,S 500
3168,Volkswagen,4999.0,hatch,300,1.9,Diesel,yes,1999,E-Class
3169,Renault,9100.0,vagon,176,1.5,Diesel,yes,2011,Camry
3170,Mercedes-Benz,11000.0,sedan,319,2.2,Diesel,yes,2003,ML 350
3171,Volkswagen,7200.0,hatch,159,1.6,Petrol,yes,2007,CL 500
3172,Mercedes-Benz,10900.0,van,191,2.2,Diesel,yes,2007,Trafic
3173,Volkswagen,35000.0,sedan,74,4.2,Gas,yes,2011,Lancer
3174,Mitsubishi,11500.0,sedan,134,2.4,Petrol,yes,2009,745
3175,Mercedes-Benz,9999.0,van,154,2.2,Diesel,yes,2007,Land Cruiser Prado
3176,Renault,4400.0,other,220,1.5,Diesel,yes,2004,E-Class
3177,Mitsubishi,4000.0,hatch,367,1.6,Gas,yes,1997,Laguna
3178,Audi,29999.0,other,90,3.0,Petrol,yes,2011,Kangoo
3179,Volkswagen,14800.0,van,65,1.6,Diesel,yes,2012,Polo
3180,Mitsubishi,5500.0,crossover,30,2.5,Diesel,yes,2014,Passat B5
3181,BMW,39333.0,sedan,6,2.0,Petrol,yes,2016,T5 (Transporter) 
3182,Mitsubishi,17000.0,crossover,215,3.8,Petrol,yes,2006,Caddy
3183,Toyota,20900.0,sedan,18,2.5,Other,yes,2013,Camry
3184,BMW,15000.0,sedan,137,2.2,Petrol,yes,2004,A8
3185,Volkswagen,1850.0,other,200,1.6,Petrol,no,1999,T5 (Transporter)
3186,Renault,6900.0,hatch,47,1.4,Petrol,yes,2012,Passat B6
3187,Volkswagen,11990.0,sedan,245,2.0,Diesel,yes,2007,A3
3188,Mercedes-Benz,41000.0,van,55,3.0,Diesel,yes,2011,Passat B5
3189,BMW,42000.0,sedan,5,2.0,Petrol,yes,2016,Camry
3190,Renault,7700.0,van,128,1.5,Diesel,yes,2012,Passat B7
3191,Volkswagen,7750.0,van,265,1.9,Diesel,yes,2002,Passat B7
3192,Toyota,10100.0,other,83,1.6,Other,yes,2008,Lancer
3193,Renault,7500.0,van,128,1.5,Diesel,yes,2009,C-Class
3194,BMW,2700.0,sedan,220,2.5,Petrol,no,2002,E-Class
3195,Renault,800.0,van,200,1.9,Diesel,no,1997,Touareg
3196,Mitsubishi,17900.0,crossover,89,3.8,Gas,yes,2008,M5
3197,Audi,29000.0,vagon,213,3.0,Diesel,yes,2010,Caddy
3198,BMW,17100.0,crossover,188,3.0,Diesel,yes,2004,ML 320
3199,Mercedes-Benz,1600.0,sedan,338,3.0,Diesel,no,1991,Lancer
3200,Mercedes-Benz,11777.0,other,300,4.3,Gas,yes,2001,SLK 200
3201,BMW,6699.0,sedan,299,2.2,Petrol,yes,2001,E-Class
3202,BMW,3900.0,vagon,240,3.0,Diesel,no,2001,A6
3203,Volkswagen,6500.0,sedan,212,1.6,Petrol,yes,2003,Kangoo
3204,BMW,51500.0,hatch,77,3.0,Petrol,yes,2012,Tiguan
3205,Renault,6500.0,vagon,186,1.5,Diesel,yes,2004,Trafic
3206,BMW,10800.0,other,191,2.2,Petrol,yes,2002,Jetta
3207,Audi,2450.0,vagon,240,2.5,Diesel,no,2000,Camry
3208,Toyota,28800.0,crossover,29,2.2,Diesel,yes,2015,ML 350
3209,Volkswagen,6900.0,crossover,258,2.5,Diesel,no,2004,Caddy
3210,Volkswagen,12700.0,van,75,1.2,Petrol,yes,2012,Golf II
3211,Toyota,7900.0,hatch,56,1.0,Gas,yes,2011,Passat B5
3212,BMW,18000.0,sedan,180,2.0,Other,no,2011,Tiguan
3213,BMW,8899.0,sedan,170,2.2,Petrol,yes,2001,Trafic
3214,Mercedes-Benz,57000.0,other,0,1.6,Petrol,yes,2016,T4 (Transporter)
3215,Audi,10900.0,sedan,199,3.0,Petrol,yes,2004,Caddy
3216,Toyota,42500.0,crossover,50,3.0,Diesel,yes,2012,230
3217,BMW,51900.0,crossover,106,3.0,Diesel,yes,2012,S 350
3218,Renault,3300.0,van,345,1.9,Diesel,yes,2001,T6 (Transporter) 
3219,Mercedes-Benz,16555.0,sedan,159,3.5,Gas,yes,2006,760
3220,Mercedes-Benz,7000.0,van,197,2.2,Diesel,yes,2002,X5
3221,Mercedes-Benz,9300.0,sedan,342,2.6,Petrol,yes,2003,Polo
3222,Audi,11500.0,sedan,85,1.8,Petrol,yes,2007,Sprinter 313
3223,Toyota,16672.5,hatch,1,1.6,Petrol,yes,2016,Megane
3224,Volkswagen,37990.0,crossover,140,3.0,Diesel,yes,2012,Land Cruiser Prado
3225,Mercedes-Benz,2400.0,sedan,1,2.0,Petrol,no,2001,535
3226,Renault,7150.0,van,142,1.5,Diesel,yes,2012,A6
3227,Toyota,5000.0,crossover,289,2.0,Diesel,no,2003,230
3228,Mercedes-Benz,7700.0,sedan,390,3.0,Diesel,no,2007,530
3229,Mercedes-Benz,28500.0,crossover,190,3.2,Diesel,yes,2008,Q7
3230,Toyota,61000.0,crossover,100,4.5,Diesel,yes,2013,A4
3231,Toyota,14700.0,vagon,98,2.0,Gas,yes,2008,Golf II
3232,Volkswagen,21900.0,sedan,107,3.0,Diesel,yes,2009,Megane
3233,Audi,53700.0,crossover,67,3.0,Petrol,yes,2013,X6
3234,Volkswagen,19200.0,crossover,155,2.5,Diesel,yes,2008,GLE-Class
3235,Audi,18700.0,sedan,136,2.0,Diesel,yes,2009,S 320
3236,Audi,9600.0,vagon,230,2.5,Diesel,yes,2004,X5
3237,Volkswagen,10500.0,van,312,2.5,Diesel,yes,1998,B 200
3238,BMW,77777.0,sedan,8,4.4,Petrol,yes,2014,Touareg
3239,Volkswagen,18200.0,crossover,179,2.5,Diesel,yes,2007,318
3240,Audi,52000.0,other,124,3.0,Diesel,yes,2012,Galant
3241,BMW,13700.0,sedan,122,2.0,Petrol,yes,2007,318
3242,BMW,15000.0,vagon,245,3.0,Gas,yes,2006,Symbol
3243,Mitsubishi,6400.0,sedan,127,1.6,Petrol,yes,2006,X5
3244,Toyota,54000.0,crossover,147,4.5,Diesel,yes,2011,GLS 63
3245,Toyota,23700.0,sedan,100,2.5,Gas,yes,2014,Pajero Wagon
3246,Volkswagen,13950.0,hatch,104,1.2,Petrol,yes,2012,Camry
3247,Toyota,23200.0,crossover,160,4.0,Petrol,yes,2008,A8
3248,Audi,89999.0,crossover,0,3.0,Diesel,yes,2015,320
3249,BMW,21700.0,crossover,125,3.0,Petrol,yes,2007,GLS 350
3250,Toyota,16500.0,crossover,328,4.2,Diesel,yes,1993,Scirocco
3251,BMW,15000.0,crossover,85,4.8,Petrol,no,2010,Land Cruiser Prado
3252,Mercedes-Benz,61500.0,crossover,16,3.0,Diesel,yes,2013,X5
3253,BMW,1700.0,sedan,200,2.0,Diesel,no,2003,T4 (Transporter)
3254,BMW,8500.0,sedan,352,2.17,Petrol,yes,2001,Vito
3255,Toyota,9999.0,sedan,250,2.4,Petrol,yes,2003,Auris
3256,Audi,3300.0,vagon,300,2.5,Diesel,no,1999,Camry
3257,Volkswagen,19900.0,other,112,2.0,Petrol,yes,2012,FJ Cruiser
3258,Renault,11300.0,vagon,160,1.5,Diesel,yes,2011,Kangoo
3259,Toyota,14900.0,sedan,149,3.5,Gas,yes,2008,A6
3260,Toyota,39000.0,crossover,88,4.5,Diesel,yes,2009,330
3261,Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,Caddy
3262,BMW,72900.0,crossover,16,3.0,Diesel,yes,2015,Outlander XL
3263,Renault,10500.0,vagon,185,1.5,Diesel,yes,2011,C-Class
3264,Renault,13900.0,vagon,89,1.5,Diesel,yes,2013,E-Class
3265,Renault,6800.0,van,131,1.5,Diesel,yes,2013,B 180
3266,Mercedes-Benz,8500.0,van,270,2.2,Diesel,yes,2004,Passat B6
3267,Volkswagen,7600.0,van,158,2.0,Diesel,yes,2009,Camry
3268,Toyota,30950.0,other,45,4.6,Petrol,yes,2013,Multivan
3269,Audi,3990.0,sedan,413,2.6,Gas,yes,1993,520
3270,Audi,33500.0,sedan,42,2.0,Petrol,yes,2013,Touareg
3271,BMW,11500.0,sedan,193,4.4,Petrol,yes,2000,Polo
3272,Toyota,24999.0,crossover,153,4.0,Petrol,yes,2007,Multivan
3273,Audi,1850.0,sedan,250,2.5,Diesel,no,1999,Kangoo
3274,Mercedes-Benz,29500.0,crossover,55,2.2,Diesel,no,2013,Passat B7
3275,Mercedes-Benz,57000.0,sedan,43,4.7,Petrol,yes,2012,A4
3276,Audi,30900.0,hatch,195,3.0,Diesel,yes,2010,Laguna
3277,Toyota,7000.0,crossover,150,2.0,Petrol,yes,2000,Caddy
3278,Volkswagen,8950.0,van,170,1.6,Diesel,yes,2013,Auris
3279,Mitsubishi,2500.0,crossover,1,2.5,Diesel,yes,2007,Touareg
3280,Renault,8350.0,other,141,1.5,Other,yes,2012,Land Cruiser Prado
3281,BMW,11400.0,sedan,206,3.0,Petrol,yes,2003,A6
3282,Volkswagen,2600.0,sedan,280,2.5,Diesel,no,2000,530
